anomaly_index,action_type,target,reason,severity,severity_value,params
8085,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8085,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8088,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.891000+0000', tz='UTC'), 'anomaly_score': -5.521517855283862}"
8088,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.54}"
8088,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8088,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8087,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.891000+0000', tz='UTC'), 'anomaly_score': -5.521246358435385}"
8087,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.54}"
8087,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8087,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8092,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.897000+0000', tz='UTC'), 'anomaly_score': -5.52263150476028}"
8092,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.54}"
8092,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8092,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8093,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.904000+0000', tz='UTC'), 'anomaly_score': -5.609931337893012}"
8093,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.54}"
8093,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8093,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8095,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.904000+0000', tz='UTC'), 'anomaly_score': -5.524290086311222}"
8095,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.54}"
8095,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8095,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8097,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.911000+0000', tz='UTC'), 'anomaly_score': -5.525814746188612}"
8097,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.54}"
8097,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8097,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8096,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.911000+0000', tz='UTC'), 'anomaly_score': -5.525678846672165}"
8096,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.54}"
8096,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
8096,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
8107,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.931000+0000', tz='UTC'), 'anomaly_score': -17.7915211099726}"
8107,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8107,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8107,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8105,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.931000+0000', tz='UTC'), 'anomaly_score': -14.32753268876146}"
8105,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8105,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8105,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8110,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.938000+0000', tz='UTC'), 'anomaly_score': -14.346095534583894}"
8110,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8110,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8110,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8111,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.945000+0000', tz='UTC'), 'anomaly_score': -28.30113589213242}"
8111,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8111,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8111,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8112,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.946000+0000', tz='UTC'), 'anomaly_score': -22.83301162610147}"
8112,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8112,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8112,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8114,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.951000+0000', tz='UTC'), 'anomaly_score': -14.381644803660352}"
8114,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8114,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8114,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8117,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.958000+0000', tz='UTC'), 'anomaly_score': -14.85211364270824}"
8117,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8117,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8117,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8119,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.958000+0000', tz='UTC'), 'anomaly_score': -14.398451758788202}"
8119,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8119,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8119,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8120,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.965000+0000', tz='UTC'), 'anomaly_score': -14.87813579465028}"
8120,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8120,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8120,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8127,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:36.979000+0000', tz='UTC'), 'anomaly_score': -14.464577357843131}"
8127,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8127,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8127,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8243,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:37.240000+0000', tz='UTC'), 'anomaly_score': -17.144088372228985}"
8243,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.58}"
8243,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack resend with different ack'}"
8243,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa'}"
8579,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:37.998000+0000', tz='UTC'), 'anomaly_score': -8.835514568880209}"
8579,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.55}"
8579,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8579,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8689,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:38.247000+0000', tz='UTC'), 'anomaly_score': -14.933735112831698}"
8689,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8689,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8689,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8698,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:38.266000+0000', tz='UTC'), 'anomaly_score': -15.038315262697452}"
8698,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8698,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8698,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8707,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:38.286000+0000', tz='UTC'), 'anomaly_score': -15.142596784660345}"
8707,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8707,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8707,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8711,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:38.292000+0000', tz='UTC'), 'anomaly_score': -15.177572610418848}"
8711,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8711,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
8711,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
8714,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:38.299000+0000', tz='UTC'), 'anomaly_score': -15.212359063656711}"
8714,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
8714,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
